,page,line,column,span,direction,left,top,right,bottom,word,short,haspunct,punctAfter,punctBefore,QunawiMS,poetryMeter,poetryVerse,fass,lwcvl,quran
9354,111,1,1,1,r,256,87,292,108,لِلْرُبُوبِيَّةِ,للربوبية,,,,20a,,,7,,
9364,111,2,1,1,r,267,113,313,134,الرُّبُوبِيَّةُ»،,الربوبية,,»،,,20a,,,7,,
9371,111,3,1,1,r,363,139,402,160,الٱمْتِنَاعِ.,الامتناع,,.,,20a,,,7,,
9377,111,4,1,1,r,248,165,283,186,الرُّبُوبِيَّةُ؛,الربوبية,,؛,,20a,,,7,,
9387,111,5,1,1,r,301,191,343,212,فَالرُّبُوبِيَّةُ,فالربوبية,,,,20a,,,7,,
9495,112,10,1,1,r,350,321,384,342,الرُّبُوبِيَّةَ,الربوبية,,,,20b,,,7,,
9650,114,3,1,1,r,217,139,271,160,المَذْكُورُونَ,المذكورون,,,,20b,,,7,,
9774,116,1,1,1,r,354,87,402,108,الحَضْرَتَانِ,الحضرتان,,,,21a,,,7,,
9777,116,1,1,1,r,229,87,274,108,وَالأَمْثَالُ,والأمثال,,,,21a,,,7,,
9841,116,10,1,1,r,110,330,144,351,بِالتَمْيِيزِ.,بالتمييز,,.,,21a,,,7,,
9860,116,12,1,1,r,198,382,231,403,االتَّمْيِيزُ,االتمييز,,,,21a,,,7,,
10000,118,6,1,1,r,363,224,402,245,بِالتَّجَاوُزِ.,بالتجاوز,,.,,21b,,,7,,
10159,121,5,1,1,r,325,191,366,212,الٱنْقِيَادُ.,الانقياد,,.,,22a,,,8,,
10175,121,7,1,1,r,314,243,353,264,الٱنْقِيَادُ.,الانقياد,,.,,22a,,,8,,
10176,121,7,1,1,r,263,243,314,264,وَالنَّامُوسُ,والناموس,,,,22a,,,8,,
10185,121,8,1,1,r,326,269,370,290,بِالٱنْقِيَادِ,بالانقياد,,,,22a,,,8,,
10208,121,10,1,1,r,315,321,361,342,فَالٱنْقِيَادُ,فالانقياد,,,,22a,,,8,,
10237,121,13,1,1,r,235,399,287,420,المُحْدَثَاتُ.,المحدثات,,.,,22a,,,8,,
10287,122,4,1,1,r,288,165,340,186,﴿وَرَهْبَانِيَّةً,ورهبانية,,,﴿,22a,,,8,,
10288,122,4,1,1,r,244,165,288,186,ٱبْتَدَعُوْهَا﴾,ابتدعوها,,﴾.,,22a,,,8,,57:27
10290,122,4,1,1,r,79,165,123,186,النَّوَامِيسُ,النواميس,,,,22a,,,8,,
10303,122,6,1,1,r,346,217,388,238,بِالطَّرِيقَةِ,بالطريقة,,,,22a,,,8,,
10305,122,6,1,1,r,270,217,310,238,المَعْلُومَةِ,المعلومة,,,,22a,,,8,,
10311,122,7,1,1,r,233,243,287,264,وَالمَصْلَحَةُ,والمصلحة,,,,22a,,,8,,
10360,122,12,1,1,r,224,373,264,394,المَعْرُوفَةِ,المعروفة,,,,22a,,,8,,
10361,122,12,1,1,r,178,373,224,394,بِالتَّعْـرِيفِ,بالتعريف,,,,22a,,,8,,
10399,123,3,1,1,r,368,139,402,160,الٱنْقِيَادِ,الانقياد,,,,22b,,,8,,
10416,123,4,1,1,r,234,165,278,186,الٱنْقِيَادُ.,الانقياد,,.,,22b,,,8,,
10422,123,5,1,1,r,218,191,261,212,بِالمُوَافَقَةِ،,بالموافقة,,،,,22b,,,8,,
10425,123,5,1,1,r,112,191,157,212,فَالمُوَافِقُ,فالموافق,,,,22b,,,8,,
10525,124,1,1,1,r,101,87,148,108,وَالإِسْلَامُ,والإسلام,,,,22b,,,8,,
10527,124,2,1,1,r,369,113,402,134,الٱنْقِيَادِ،,الانقياد,,،,,22b,,,8,,
10557,124,5,1,1,r,357,191,402,212,الْمُمْكِنَاتِ,الممكنات,,,,22b,,,8,,
10629,124,11,1,1,r,130,347,179,368,المُمْكِنَاتِ,الممكنات,,,,22b,,,8,,
10644,124,13,1,1,r,332,399,384,420,المُمْكِنَاتُ,الممكنات,,,,23a,,,8,,
10647,124,13,1,1,r,246,399,287,420,وأَعْيَانِهَا.,وأعيانها,,.,,23a,,,8,,
10721,125,9,1,1,r,227,302,269,324,وَالتَّشَابُهُ,والتشابه,,,,23a,,,8,,
10732,126,1,1,1,r,273,88,324,110,الإِنْسَانِيَّةِ،,الإنسانية,,،,,23a,,,8,,
10735,126,1,1,1,r,177,88,220,110,الإِنْسَانِيَّةُ،,الإنسانية,,،,,23a,,,8,,
10854,126,12,1,1,r,292,396,341,418,الْمُمْكِنَاتِ،,الممكنات,,،,,23a,,,8,,
10897,127,1,1,1,r,293,88,342,110,المُسَاعَدَةِ,المساعدة,,,,23a,,,8,,
10956,127,7,1,1,r,296,256,340,278,بِالطَّبِيعَةِ,بالطبيعة,,,,23b,,,8,,
10993,127,11,1,1,r,312,368,358,390,الْمُكَلَّفِيْنَ.,المكلفين,,.,,23b,,,8,,
11033,128,2,1,1,r,188,116,225,138,بِالإِرِادَةِ،,بالإرادة,,،,,23b,,,8,,
11055,128,4,1,1,r,228,172,269,194,بِالإِرَادَةِ.,بالإرادة,,.,,23b,,,8,,
11097,128,8,1,1,r,301,284,339,306,بِالْمَأمُورِ،,بالمأمور,,،,,23b,,,8,,
11111,128,9,1,1,r,161,312,209,334,وَأَخَوَاتُهَا»,وأخواتها,,»,,23b,,,8,,
11155,128,14,1,1,r,234,452,286,474,المُمْكِنَاتِ،,الممكنات,,،,,23b,,,8,,
11389,133,1,1,1,r,79,87,140,108,المَحْسُوْسَاتِ,المحسوسات,,,,24a,,,9,,
11390,133,2,1,1,r,368,113,402,134,المُعْتَادَةِ,المعتادة,,,,24a,,,9,,
11394,133,2,1,1,r,237,113,287,134,الحَاضِـرِينَ,الحاضرين,,,,24a,,,9,,
11438,133,6,1,1,r,239,217,282,238,الحَقِيقِيَّةِ.,الحقيقية,,.,,24b,,,9,,
11475,134,3,1,1,r,138,139,188,160,المَقَالَتَينِ:,المقالتين,,:,,24b,,,9,,
11497,134,5,1,1,r,130,191,181,212,عَشَرَكَوْكَبًا,عشركوكبا,,,,24b,,,9,,
11576,135,9,1,1,r,178,295,222,316,بِالشَّيطَانِ،,بالشيطان,,،,,24b,,,9,,
11710,137,1,1,1,r,128,87,196,108,المَحْسُوْسَاتِ،,المحسوسات,,،,,25a,,,9,,
11816,137,12,1,1,r,355,373,402,394,المُمْكِنَاتِ,الممكنات,,,,25a,,,9,,
11843,138,2,1,1,r,357,113,402,134,المُمْكِنَاتِ,الممكنات,,,,25a,,,9,,
11861,138,4,1,1,r,367,165,402,186,المُنَاسَبَةِ,المناسبة,,,,25a,,,9,,
11916,138,9,1,1,r,263,295,320,316,المُمْتَلَكَاتِ،,الممتلكات,,،,,25a,,,9,,
12066,139,10,1,1,r,206,321,259,342,لِلْمُمْكِنَاتِ،,للممكنات,,،,,25b,,,9,,
12074,139,11,1,1,r,302,347,350,368,المُمْكِنَاتِ,الممكنات,,,,25b,,,9,,
12131,140,7,1,1,r,155,243,205,264,المُمْكِنَاتِ،,الممكنات,,،,,25b,,,9,,
12145,140,8,1,1,r,82,269,134,290,الْمُمْكِنَاتِ.,الممكنات,,.,,25b,,,9,,
12229,141,3,1,1,r,360,139,402,160,الٱنْفِكَاكُ,الانفكاك,,,,25b,,,9,,
12237,141,3,1,1,r,122,139,167,160,الٱنْفِكَاكُ,الانفكاك,,,,25b,,,9,,
12443,143,7,1,1,r,357,243,402,264,وَالمَدْلُولُ,والمدلول,,,,26a,,,9,,
12545,144,7,1,1,r,365,243,402,264,العَالَمِينَ.,العالمين,,.,,26a,,,9,,
12550,144,8,1,1,r,247,269,291,290,العَالَمِينَ,العالمين,,,,26a,,,9,,
12582,144,12,1,1,r,241,373,275,394,ٱسْتِنَادُنَا,استنادنا,,,,26b,,,9,,
12609,145,2,1,1,r,301,113,343,134,المَعْلُوَمَةِ,المعلومة,,,,26b,,,9,,
12734,146,7,1,1,r,317,243,355,264,العَالَمِينَ،,العالمين,,،,,26b,,,9,,
12776,146,11,1,1,r,362,347,402,368,وَالأَسْمَاءُ,والأسماء,,―,,26b,,,9,,
12812,147,1,1,1,r,368,87,402,108,فَأَسْمَاؤُنَا,فأسماؤنا,,,,26b,,,9,,
12818,147,1,1,1,r,225,87,261,108,الٱفْتِقَارُ,الافتقار,,,,26b,,,9,,
12821,147,2,1,1,r,353,113,384,134,وَأَعْيَانُنَا,وأعياننا,,,,26b,,,9,,
12846,148,3,1,1,r,241,183,282,204,المُسْتَقِيْمْ,المستقيم,,,,27a,,,10,,
12873,148,6,1,1,r,229,261,272,282,بِنَاصِيَتِهَآ,بناصيتها,,,,27a,,,10,,
12884,149,1,1,1,r,210,87,254,108,المُسْتَقِيمِ,المستقيم,,,,27a,,,10,,
12935,149,7,1,1,r,265,243,306,264,المُسْتَقِيمِ.,المستقيم,,.,,27a,,,10,,
13037,150,7,1,1,r,360,243,402,264,وَالجَوَارِحُ,والجوارح,,,,27a,,,10,,
13130,151,9,1,1,r,359,295,402,316,ٱلمُجْرِمِيْنَ,المجرمين,,﴾,,27b,,,10,,19:86
13147,152,1,1,1,r,112,87,159,108,بِنَوَاصِيهِمْ,بنواصيهم,,,,27b,,,10,,
13162,152,3,1,1,r,315,139,359,160,يَتَوَهَّمُونَهُ.,يتوهمونه,,.,,27b,,,10,,
13184,152,5,1,1,r,107,191,161,212,الٱسْتِحْقَاقِ,الاستحقاق,,,,27b,,,10,,
13214,152,9,1,1,r,242,295,286,316,المُسْتَقِيمِ؛,المستقيم,,؛,,27b,,,10,,
13314,153,4,1,1,r,144,165,184,186,المُؤمِنِينَ,المؤمنين,,,,28a,,,10,,
13332,153,8,1,1,r,348,269,384,290,وَالطَّائِفَةُ,والطائفة,,,,28a,,,10,,
13387,153,14,1,1,r,334,425,374,446,وَالجَهَالَةِ.,والجهالة,,.,,28a,,,10,,
13433,154,1,1,1,r,187,87,228,108,وَالمُسَافِرِ.,والمسافر,,.,,28a,,,10,,
13449,154,4,1,1,r,357,165,402,186,التَّرْجُمَانِ,الترجمان,,,,28a,,,10,,
13462,154,5,1,1,r,281,191,325,212,نِسَبًاكَثِيرَةً،,نسباكثيرة,,،,,28a,,,10,,
13517,155,3,1,1,r,131,139,185,160,ٱسْتَعْجَلْتُمْ,استعجلتم,,,,28a,,,10,,
13540,155,5,1,1,r,79,191,127,212,وَالمَسَالِكِ,والمسالك,,,,28a,,,10,,
13543,155,6,1,1,r,272,217,320,238,المُدْلَهِمَّةِ.,المدلهمة,,.,,28a,,,10,,
13550,155,6,1,1,r,79,217,128,238,يَسْتَعْذِبُونَهُ,يستعذبونه,,,,28a,,,10,,
13564,155,8,1,1,r,226,269,288,290,مِمَّاتَخَيَّلُوهُ،,مماتخيلوه,,،,,28b,,,10,,
13602,155,12,1,1,r,237,373,279,394,وَالأَفْخَاذِ.,والأفخاذ,,.,,28b,,,10,,
13666,156,6,1,1,r,249,217,304,238,وَالأَعْضَاءِ.,والأعضاء,,.,,28b,,,10,,
13677,156,8,1,1,r,320,269,369,290,وَالمَفْضُوْلُ.,والمفضول,,.,,28b,,,10,,
13688,156,10,1,1,r,371,321,402,342,وَأَنْبِيَائِهِ,وأنبيائه,,―,,28b,,,10,,
13690,156,10,1,1,r,306,321,346,342,البَّشَرِيَّيْنَ,البشريين,,,,28b,,,10,,
13708,156,11,1,1,r,158,347,206,368,وَخَمْسَمَاىَٔةَ,وخمسمائة,,,,28b,,,10,,
13731,157,2,1,1,r,106,113,149,134,المُحَاوَرَةِ,المحاورة,,,,28b,,,10,,
13747,157,4,1,1,r,366,165,402,186,بِنَاصِيَتِهَآ,بناصيتها,,,,28b,,,10,,
13798,157,9,1,1,r,320,295,377,316,الرُّوحَانِيَّةِ،,الروحانية,,،,,28b,,,10,,
13843,157,14,1,1,r,300,425,339,446,يَسْتُرُونَهَا،,يسترونها,,،,,29a,,,10,,
13871,158,1,1,1,r,217,87,263,108,بِالتَّحْدِيدِ،,بالتحديد,,،,,29a,,,10,,
13921,159,1,1,1,r,124,87,165,108,أَيْنَمَاكُنَّا،,أينماكنا,,،,,29a,,,10,,
13957,159,6,1,1,r,343,217,384,238,فَالإِطْلَاقُ,فالإطلاق,,,,29a,,,10,,
13963,159,6,1,1,r,155,217,199,238,بِالإِطْلَاقِ،,بالإطلاق,,،,,29a,,,10,,
13981,160,2,1,1,r,329,113,374,134,بِالمَفْهُومِ،,بالمفهوم,,،,,29a,,,10,,
13982,160,2,1,1,r,280,113,329,134,وَبِالإِخْبَارِ,وبالإخبار,,,,29a,,,10,,
13987,160,2,1,1,r,122,113,165,134,وَالأَشْيَاءُ,والأشياء,,,,29a,,,10,,
14007,160,4,1,1,r,183,165,245,186,المَخْـلُوَقَاتِ,المخلوقات,,,,29a,,,10,,
14008,160,4,1,1,r,130,165,183,186,وَالمُبْدَعَاتِ.,والمبدعات,,.,,29a,,,10,,
14048,160,10,1,1,r,238,321,286,342,وَالمَشْهُودُ,والمشهود,,,,29a,,,10,,
14151,161,10,1,1,r,364,321,402,342,بِالأَسْمَاءِ،,بالأسماء,,،,,29b,,,10,,
14156,161,10,1,1,r,186,321,224,342,فَانْتَسَبُوا,فانتسبوا,,,,29b,,,10,,
14168,161,11,1,1,r,144,347,192,368,ٱنْتِسَابَكُمْ,انتسابكم,,,,29b,,,10,,
14173,161,12,1,1,r,310,373,360,394,ٱنْتِسَابِكُمْ,انتسابكم,,,,29b,,,10,,
14237,162,7,1,1,r,241,243,252,264,النَّاظِرُونَ,الناظرون,,,,29b,,,10,,
14381,163,10,1,1,r,339,335,384,356,وَبِالجُمْلَةِ,وبالجملة,,,,30a,,,10,,
14435,164,2,1,1,r,289,113,351,134,الٱعْتِقَادَاتِ,الاعتقادات,,,,30a,,,10,,
14485,164,8,1,1,r,156,269,234,290,المُعْتَقَدَاتِ,المعتقدات,,,,30a,,,10,,
14520,164,12,1,1,r,277,373,316,394,العَالِمِينَ,العالمين,,,,30a,,,10,,
14609,165,10,1,1,r,356,321,402,342,الٱسْتِقْبَالِ,الاستقبال,,,,30b,,,10,,
14645,165,14,1,1,r,284,425,342,446,الٱعْتِقَادَاتُ.,الاعتقادات,,.,,30b,,,10,,
14766,167,5,1,1,r,305,253,348,274,القَائِمُونَ,القائمون,,,,30b,,,11,,
14770,167,5,1,1,r,183,253,226,274,القَاطِعِـينَ,القاطعين,,,,30b,,,11,,
14798,167,8,1,1,r,179,338,218,359,فَالثَلَاثَةُ,فالثلاثة,,,,30b,,,11,,
14828,168,3,1,1,r,101,139,137,160,وَإِرَادَتُهَا,وإرادتها,,,,30b,,,11,,
14832,168,4,1,1,r,266,165,324,186,بِالتَّخْصِيصِ,بالتخصيص,,,,30b,,,11,,
14851,168,6,1,1,r,275,217,309,238,الثُلَاثِيَّةُ,الثلاثية,,,,31a,,,11,,
14866,168,8,1,1,r,370,269,402,290,وَٱمْتِثَالُهُ,وامتثاله,,,,31a,,,11,,
14869,168,8,1,1,r,285,269,325,290,بِالإِيجَادِ.,بالإيجاد,,.,,31a,,,11,,
14888,168,10,1,1,r,144,321,186,342,بِالٱمْتِثَالِ,بالامتثال,,,,31a,,,11,,
14926,168,14,1,1,r,112,425,158,446,بِالتَّـكْوِينِ,بالتكوين,,,,31a,,,11,,
14943,169,2,1,1,r,339,113,383,134,وَكَذَاأَخْبَرَ,وكذاأخبر,,,,31a,,,11,,
15016,169,8,1,1,r,100,269,142,290,الجَانِبَينِ:,الجانبين,,:,,31a,,,11,,
15068,169,14,1,1,r,108,425,164,446,المُقَدِّمَتَينِ,المقدمتين,,,,31a,,,11,,
15093,170,3,1,1,r,359,139,402,160,المُقَدِّمَتَيْنِ,المقدمتين,,,,31a,,,11,,
15186,170,13,1,1,r,257,399,310,420,الْمُقَدِّمَتَين.,المقدمتين,,.,,31b,,,11,,
15308,172,3,1,1,r,276,139,335,160,فَلَمَّاكَمُلَتِ,فلماكملت,,,,31b,,,11,,
15311,172,3,1,1,r,169,139,218,160,الٱسْتِعْدَادُ،,الاستعداد,,،,,31b,,,11,,
15323,172,5,1,1,r,247,191,291,212,الأَشْقِيَاءِ،,الأشقياء,,،,,31b,,,11,,
15340,172,7,1,1,r,305,243,348,264,الٱصْفِرَارُ,الاصفرار,,,,31b,,,11,,
15354,172,8,1,1,r,295,269,338,290,الٱحْمِرَارِ,الاحمرار,,,,31b,,,11,,
15380,172,11,1,1,r,145,347,189,368,الأَشْقِيَاءِ,الأشقياء,,,,32a,,,11,,
15396,172,13,1,1,r,278,399,318,420,الأَشْقِيَاءِ.,الأشقياء,,.,,32a,,,11,,
15400,172,14,1,1,r,284,425,332,446,الفَرِيقَينِ,الفريقين,,,,32a,,,11,,
15432,173,1,1,1,r,366,87,402,108,الأَشْقِيَاءٍِ:,الأشقياء,,:,,32a,,,11,,
15522,173,10,1,1,r,147,321,225,342,المَوجُودَاتِ,الموجودات,,,,32a,,,11,,
15637,174,9,1,1,r,79,339,124,360,فَالأُلُوهَةُ,فالألوهة,,,,32a,,,12,,
15640,174,10,1,1,r,256,365,299,386,وَالرُّبُوبِيَّةُ,والربوبية,,,,32b,,,12,,
15657,175,1,1,1,r,206,87,246,108,العَالَمِينَ.,العالمين,,.,,32b,,,12,,
15658,175,1,1,1,r,161,87,206,108,وَالرُّبُوبِيَّةُ,والربوبية,,,,32b,,,12,,
15667,175,2,1,1,r,255,113,294,134,الرُّبُوبِيَّةُ,الربوبية,,,,32b,,,12,,
15677,175,3,1,1,r,306,139,341,160,الرُّبُوبِيَّةُ,الربوبية,,,,32b,,,12,,
15680,175,3,1,1,r,198,139,248,160,وَالٱنْصَافِ،,والانصاف,,،,,32b,,,12,,
15706,175,6,1,1,r,265,217,303,238,الرُّبُوبِيَّةِ,الربوبية,,,,32b,,,12,,
15715,175,7,1,1,r,287,243,321,264,الرُّبُوبِيَّةُ,الربوبية,,,,32b,,,12,,
15716,175,7,1,1,r,246,243,287,264,بِحَقِيقَتِهَا.,بحقيقتها,,.,,32b,,,12,,
15767,175,12,1,1,r,353,373,402,394,المَخْلُوقَاتِ،,المخلوقات,,،,,32b,,,12,,
15795,176,2,1,1,r,127,113,184,134,البِسْطَامِي:,البسطامي,,:,,32b,,,12,,
15842,176,7,1,1,r,167,243,219,264,فَبِالضَّرُورَةِ,فبالضرورة,,,,32b,,,12,,
15886,176,11,1,1,r,272,347,321,368,الإِسْتِدَارَةِ،,الإستدارة,,،,,32b,,,12,,
15894,177,1,1,1,r,353,87,402,108,وَالتَّسْدِيسِ،,والتسديس,,،,,32b,,,12,,
15895,177,1,1,1,r,309,87,353,108,وَالتَّثْمِينِ،,والتثمين,,،,,32b,,,12,,
15964,177,9,1,1,r,260,295,318,316,الٱسْتِعْدَادُ،,الاستعداد,,،,,33a,,,12,,
15995,177,12,1,1,r,161,373,212,394,الٱسْتِعْدَادُ،,الاستعداد,,،,,33a,,,12,,
16013,177,14,1,1,r,298,425,347,446,الٱسْتِعْدَادَ,الاستعداد,,,,33a,,,12,,
16062,177,18,1,1,r,173,529,222,550,الٱعْتِقَادِيَّ.,الاعتقادي,,.,,33a,,,12,,
16066,177,19,1,1,r,265,555,344,576,الٱعْتِقَادَاتِ.,الاعتقادات,,.,,33a,,,12,,
16120,178,5,1,1,r,201,191,247,212,العَارِفِينَ,العارفين,,,,33a,,,12,,
16208,179,3,1,1,r,274,139,319,160,وَالمُتَجَلَّىٰ,والمتجلى,,,,33b,,,12,,
16293,180,4,1,1,r,266,174,312,195,وَالحَقِيقَةُ,والحقيقة,,,,33b,,,12,,
16308,180,5,1,1,r,107,200,162,221,الٱعْتِقَادَاتِ,الاعتقادات,,,,33b,,,12,,
16330,180,8,1,1,r,300,278,343,299,الٱعْتِقَادِ,الاعتقاد,,,,33b,,,12,,
16374,180,12,1,1,r,189,382,244,403,الٱعْتِقَادَاتِ،,الاعتقادات,,،,,33b,,,12,,
16381,181,1,1,1,r,342,87,384,108,وَالمَنْصُورُ,والمنصور,,,,33b,,,12,,
16486,182,1,1,1,r,144,87,184,108,الأَنْبِيَاءَ,الأنبياء,,,,34a,,,12,,
16498,182,2,1,1,r,117,113,168,134,وَالمُتَأَوِّلِينَ,والمتأولين,,,,34a,,,12,,
16513,182,4,1,1,r,244,165,286,186,المُرَادُونَ,المرادون,,,,34a,,,12,,
16540,182,8,1,1,r,228,269,278,290,وَٱسْتِعْمَالِهَا.,واستعمالها,,.,,34a,,,12,,
16625,183,9,1,1,r,315,295,369,316,ٱخْتِصَاصُهَا,اختصاصها,,,,34a,,,12,,
16641,183,10,1,1,r,151,321,209,342,الٱعْتِقَادَاتِ.,الاعتقادات,,.,,34a,,,12,,
16668,184,1,1,1,r,124,87,177,108,كَالْمُعْتَزِلِيِّ،,كالمعتزلي,,،,,34a,,,12,,
16726,184,6,1,1,r,82,217,128,238,فَاعْتَقَدَهَا،,فاعتقدها,,،,,34b,,,12,,
16730,184,7,1,1,r,255,243,298,264,الٱعْتِقَادُ.,الاعتقاد,,.,,34b,,,12,,
16733,184,7,1,1,r,146,243,202,264,بِالمُشَاهَدَةِ،,بالمشاهدة,,،,,34b,,,12,,
16781,185,4,1,1,r,357,165,402,186,التَّجَلِّـيَّاتِ,التجليات,,,,34b,,,12,,
16827,185,9,1,1,r,160,295,198,316,الشَّبِيهَينِ,الشبيهين,,,,34b,,,12,,
16852,186,4,1,1,r,341,165,384,186,فَهٰذِهِكَثْرَةٌ,فهذهكثرة,,,,34b,,,12,,
16876,187,1,1,1,r,359,87,402,108,وَٱخْتِلَافِهَا،,واختلافها,,،,,34b,,,12,,
16911,187,4,1,1,r,138,165,182,186,وَحَقِيْقَتِهَا؛,وحقيقتها,,؛,,34b,,,12,,
16913,187,4,1,1,r,79,165,123,186,الإِلٰهِيُّونَ,الإلهيون,,,,34b,,,12,,
16916,187,5,1,1,r,317,191,360,212,وَالصُّوْفِيَّةِ.,والصوفية,,.,,34b,,,12,,
16924,187,6,1,1,r,130,217,185,238,وَالمَتَكَلِّمِينَ,والمتكلمين,,,,34b,,,12,,
17023,188,1,1,1,r,249,87,291,108,الأَشَاعِرَةُ,الأشاعرة,,,,35a,,,12,,
17026,188,1,1,1,r,151,87,206,108,المَوْجُودَاتِ,الموجودات,,,,35a,,,12,,
17031,188,2,1,1,r,306,113,350,134,الحُسْبَانِيَّةِ,الحسبانية,,,,35a,,,12,,
17041,188,3,1,1,r,287,139,326,160,الفَرِيْقَانِ:,الفريقان,,:,,35a,,,12,,
17044,188,4,1,1,r,306,165,349,186,الْحُسْبَانِيَّةِ،,الحسبانية,,،,,35a,,,12,,
17081,188,7,1,1,r,323,243,369,264,الأَشَاعِرَةُ،,الأشاعرة,,،,,35a,,,12,,
17116,188,10,1,1,r,165,321,212,342,المَذْكُورَةَ,المذكورة,,,,35a,,,12,,
17212,189,8,1,1,r,332,269,384,290,وَلَايَشْعُرُونَ,ولايشعرون,,,,35a,,,12,,
17249,189,12,1,1,r,274,373,323,394,الفَنَاءُعِندَ,الفناءعند,,,,35b,,,12,,
17346,191,2,1,1,r,96,113,145,134,وَالمُقَاوَمَةِ،,والمقاومة,,،,,35b,,,13,,
17423,191,11,1,1,r,365,347,402,368,بِالأَصَالَةِ.,بالأصالة,,.,,35b,,,13,,
17493,192,8,1,1,r,213,269,255,290,الأَرْبَعِينَ.,الأربعين,,.,,36a,,,13,,
17495,192,8,1,1,r,136,269,188,290,زَمَانُأَخْذِهِ,زمانأخذه,,,,36a,,,13,,
17522,192,12,1,1,r,96,373,146,394,السَّالِكِينَ,السالكين,,,,36a,,,13,,
17553,192,16,1,1,r,275,477,312,498,العُبُودِيَّةِ،,العبودية,,،,,36a,,,13,,
17563,192,17,1,1,r,183,503,240,524,وَالمُتَصَـرَّفِ,والمتصرف,,,,36a,,,13,,
17690,194,1,1,1,r,235,87,286,108,أَبُوالسُّعُودِ:,أبوالسعود,,:,,36a,,,13,,
17715,194,4,1,1,r,103,165,151,186,مُسْتَخْلَفِيْنَ,مستخلفين,,,,36a,,,13,,
17720,194,5,1,1,r,145,191,197,212,وَالعَارِفُونَ,والعارفون,,,,36b,,,13,,
17737,194,7,1,1,r,357,243,402,264,ٱسْتَخْلَفَتُكَ,استخلفتك,,,,36b,,,13,,
17766,194,10,1,1,r,349,321,394,342,بِالجَمْعِيَّةِ,بالجمعية,,,,36b,,,13,,
17793,195,1,1,1,r,226,87,274,108,عَبْدِالرَّزَّاقِ,عبدالرزاق,,,,36b,,,13,,
17918,195,13,1,1,r,232,399,274,420,المُؤمِنِيِنَ,المؤمنين,,,,36b,,,13,,
17950,196,2,1,1,r,185,113,225,134,الٱخْتِيَارِ.,الاختيار,,.,,36b,,,13,,
18045,196,11,1,1,r,171,347,209,368,وَالإِيهَامِ.,والإيهام,,.,,37a,,,13,,
18086,196,15,1,1,r,350,451,397,472,النَّاظِرِيْنَ،,الناظرين,,،,,37a,,,13,,
18168,197,8,1,1,r,178,269,225,290,بِٱلمُهْتَدِيْنَ﴾,بالمهتدين,,﴾،,,37a,,,13,,28:56
18173,197,9,1,1,r,255,295,297,316,بِهِدَايَتِهِمْ,بهدايتهم,,,,37a,,,13,,
18177,197,9,1,1,r,141,295,188,316,بِأَعيَانِهِمْ,بأعيانهم,,,,37a,,,13,,
18210,197,12,1,1,r,236,373,282,394,بِٱلْمُهْتَدِيْنَ﴾,بالمهتدين,,﴾.,,37a,,,13,,28:56
18249,197,16,1,1,r,355,477,402,498,عَامَلْنَاهُمْ,عاملناهم,,,,37a,,,13,,
18268,197,17,1,1,r,207,503,254,524,الظَّالِمُونَ.,الظالمون,,.,,37a,,,13,,
18313,198,2,1,1,r,239,113,276,134,الٱمْتِثَالُ,الامتثال,,,,37b,,,13,,
18315,198,2,1,1,r,174,113,211,134,الٱمْتِثَالِ،,الامتثال,,،,,37b,,,13,,
18389,199,3,1,1,r,98,209,150,230,المَعْلُوْمَاتُ,المعلومات,,,,37b,,,14,,
18442,199,11,1,1,r,338,417,384,438,فَالمَحْكُومُ,فالمحكوم,,,,37b,,,14,,
18481,200,3,1,1,r,285,139,330,160,وَالإِلحَاحُ.,والإلحاح,,.,,37b,,,14,,
18504,200,5,1,1,r,121,191,172,212,فَمَاعِنْدَهُمْ,فماعندهم,,,,37b,,,14,,
18554,200,11,1,1,r,358,347,402,368,وَالأَحْكَامِ,والأحكام,,,,37b,,,14,,
18556,200,11,1,1,r,273,347,323,368,مُتَفَاضِلُونَ,متفاضلون,,,,37b,,,14,,
18558,200,11,1,1,r,175,347,236,368,ٱسْتِعْدَادَاتِهِمْ.,استعداداتهم,,.,,37b,,,14,,
18586,201,2,1,1,r,362,113,404,134,كَالأَغْذِيَةِ،,كالأغذية,,،,,38a,,,14,,
18594,201,2,1,1,r,133,113,187,134,الٱسْتِحْقَاقُ,الاستحقاق,,,,38a,,,14,,
18623,201,6,1,1,r,345,217,384,238,فَالتَّوْقِيْتُ,فالتوقيت,,,,38a,,,14,,
18629,201,6,1,1,r,142,217,184,238,وَالإِرَادَةُ،,والإرادة,,،,,38a,,,14,,
18630,201,6,1,1,r,99,217,142,238,وَالْمَشِيْىَٔةُ،,والمشيئة,,،,,38a,,,14,,
18645,201,9,1,1,r,367,295,402,316,بِالمَعْرِفَةِ,بالمعرفة,,,,38a,,,14,,
18662,201,11,1,1,r,278,347,328,368,النَّقِيْضَيْنِ.,النقيضين,,.,,38a,,,14,,
18678,201,13,1,1,r,173,399,221,420,وَالمَوجُودِ,والموجود,,,,38a,,,14,,
18698,201,16,1,1,r,283,477,320,498,الأَنْبِيَاءُ,الأنبياء,,,,38a,,,14,,
18729,202,2,1,1,r,79,113,123,134,وَالإِخْبَارِ,والإخبار,,,,38a,,,14,,
18752,202,4,1,1,r,110,165,154,186,والأَبْصَارِ,والأبصار,,,,38a,,,14,,
