page	stripe	column	line	left	top	right	bottom	confidence	letters	punc
157	0		2	525	418	559	590	94		،
157	0		3	2910	599	3225	757	89	وصدقت	 
157	0		3	2820	599	2910	757	100	بما	 
157	0		3	2563	599	2820	757	95	ذكرناه	 
157	0		3	2447	599	2563	757	100	من	 
157	0		3	2222	599	2447	757	99	تجديد	 
157	0		3	2010	599	2221	757	92	الخلتى	 
157	0		3	1701	599	2009	757	100	بالأمثال	 
157	0		3	1668	599	1701	757	100		(
157	0		3	1553	599	1630	757	96		) 
157	0		3	1495	599	1552	757	100		، 
157	0		3	1308	599	1495	757	99	وهو	 
157	0		3	1173	599	1309	757	99	هو	 
157	0		3	1109	599	1173	757	96		، 
157	0		3	846	599	1109	757	91	وصدق	 
157	0		3	640	599	845	757	94	الأمر	 
157	0		3	575	599	639	757	100		، 
157	0		3	517	599	575	757	86	كما	
157	0		4	3054	772	3225	948	99	أنك	 
157	0		4	2958	772	3054	948	97	في	 
157	0		4	2759	772	2958	948	100	زمان	 
157	0		4	2444	772	2759	948	98	التجديد	 
157	0		4	2300	772	2443	948	98	عين	 
157	0		4	2211	772	2300	948	100	ما	 
157	0		4	2025	772	2211	948	99	أنت	 
157	0		4	1937	772	2026	948	92	في	 
157	0		4	1731	772	1937	948	94	الزمن	 
157	0		4	1477	772	1731	948	92	الماضي	 
157	0		4	1409	772	1478	948	100		. 
157	0		4	1320	772	1409	948	100	ثم	 
157	0		4	1189	772	1320	948	91	إنه	 
157	0		4	1066	772	1190	948	100	من	 
157	0		4	937	772	1067	948	86	كال	 
157	0		4	840	772	936	948	92	علم	 
157	0		4	819	772	840	948	97		(
157	0		4	710	772	779	948	100		) 
157	0		4	518	772	710	948	96	سليمان	
157	0		5	2996	957	3225	1128	94	التنبيه	 
157	0		5	2785	957	2995	1128	99	الذي	 
157	0		5	2569	957	2786	1128	91	ذكره	 
157	0		5	2482	957	2570	1128	99	في	 
157	0		5	2218	957	2482	1128	97	الصرح	 
157	0		5	2150	957	2219	1128	100		. 
157	0		5	1947	957	2151	1128	98	فقيل	 
157	0		5	1833	957	1948	1128	95	لها	 
157	0		5	1786	957	1833	1128	100		«
157	0		5	1549	957	1738	1128	98	دخلي	 
157	0		5	1285	957	1549	1128	100	الصرح	 
157	0		5	1190	957	1286	1128	99		» 
157	0		5	982	957	1191	1128	100	وكان	 
157	0		5	725	957	981	1128	94	صرحاً	 
157	0		5	515	957	724	1128	88	أملس	
157	0		6	3138	1137	3225	1304	100	لا	 
157	0		6	2951	1137	3138	1304	99	أمت	(
157	0		6	2850	1137	2906	1304	79		) 
157	0		6	2719	1137	2850	1304	89	فيه	 
157	0		6	2607	1137	2718	1304	100	من	 
157	0		6	2369	1137	2606	1304	99	زجاج	 
157	0		6	2306	1137	2368	1304	97		. 
157	0		6	2169	1137	2305	1304	97	فلما	 
157	0		6	1949	1137	2168	1304	95	رأته	 
157	0		6	1668	1137	1949	1304	99	حسبته	 
157	0		6	1536	1137	1667	1304	97	لجة	 
157	0		6	1399	1137	1536	1304	99	أي	 
157	0		6	1261	1137	1398	1304	100	ماء	 
157	0		6	1236	1137	1260	1304	100		(
157	0		6	1148	1137	1192	1304	100		 
157	0		6	1080	1137	1148	1304	83		، 
157	0		6	1035	1137	1079	1304	99		«
157	0		6	673	1137	955	1304	100	كشفت	 
157	0		6	516	1137	672	1304	94	عـن	
157	0		7	2988	1313	3219	1483	98	ساقيها	 
157	0		7	2936	1313	2987	1483	100		» 
157	0		7	2897	1313	2936	1483	97		.
157	0		7	2750	1313	2840	1483	100	تى	 
157	0		7	2653	1313	2749	1483	89	لا	 
157	0		7	2416	1313	2653	1483	97	يصيب	 
157	0		7	2267	1313	2415	1483	86	الماء	 
157	0		7	2094	1313	2267	1483	87	ثوبها	 
157	0		7	2062	1313	2093	1483	83		. 
157	0		7	1830	1313	2061	1483	85	فنبهها	 
157	0		7	1747	1313	1830	1483	85		(
157	0		7	1631	1313	1708	1483	100	8	 
157	0		7	1547	1313	1630	1483	100		- 
157	0		7	1419	1313	1547	1483	100	ا	) 
157	0		7	1180	1313	1418	1483	98	بذلك	 
157	0		7	1065	1313	1181	1483	97	على	 
157	0		7	936	1313	1064	1483	92	أن	 
157	0		7	692	1313	936	1483	92	عرشها	 
157	0		7	518	1313	691	1483	94	الذي	
157	0		8	3045	1492	3219	1661	94	رأته	 
157	0		8	2926	1492	3044	1661	97	من	 
157	0		8	2788	1492	2925	1661	98	هذا	 
157	0		8	2538	1492	2788	1661	94	القبيل	 
157	0		8	2469	1492	2537	1661	100		. 
157	0		8	2263	1492	2468	1661	95	وهذا	 
157	0		8	2112	1492	2262	1661	91	غاية	 
157	0		8	1769	1492	2112	1661	96	الانصاف	 
157	0		8	1706	1492	1768	1661	77		. 
157	0		8	1537	1492	1705	1661	100	فإنه	 
157	0		8	1318	1492	1536	1661	98	أعلمها	 
157	0		8	1099	1492	1317	1661	99	بذلك	 
157	0		8	805	1492	1099	1661	96	إصابتها	 
157	0		8	680	1492	804	1661	100	في	 
157	0		8	517	1492	679	1661	94	قولها	
157	0		9	3138	1670	3221	1847	93		« 
157	0		9	2956	1670	3139	1847	99	كأنه	 
157	0		9	2834	1670	2957	1847	87	هو	 
157	0		9	2763	1670	2834	1847	100		، 
157	0		9	2693	1670	2764	1847	98		. 
157	0		9	2447	1670	2694	1847	95	فقالت	 
157	0		9	2283	1670	2448	1847	96	عند	 
157	0		9	2096	1670	2284	1847	100	ذلك	 
157	0		9	2055	1670	2096	1847	52		«
157	0		9	1868	1670	1979	1847	100	ب	 
157	0		9	1721	1670	1868	1847	89	إني	 
157	0		9	1510	1670	1722	1847	78	ظلمت	 
157	0		9	1300	1670	1511	1847	100	نفسي	 
157	0		9	983	1670	1300	1847	96	وأسلمت	 
157	0		9	855	1670	984	1847	99	مع	 
157	0		9	626	1670	855	1847	99	سليمان	 
157	0		9	550	1670	627	1847	100		» 
157	0		9	527	1670	551	1847	94		:
157	0		10	3090	1856	3226	2027	100	أي	 
157	0		10	2862	1856	3090	2027	97	إسلام	 
157	0		10	2633	1856	2861	2027	100	سليان	 
157	0		10	2565	1856	2633	2027	100		: 
157	0		10	2522	1856	2564	2027	100		«
157	0		10	2405	1856	2478	2027	86	له	 
157	0		10	2250	1856	2404	2027	83	رب	 
157	0		10	1873	1856	2250	2027	93	العالمين	». 
157	0		10	1768	1856	1873	2027	99	فما	 
157	0		10	1484	1856	1768	2027	98	انقادت	 
157	0		10	1231	1856	1484	2027	99	لسليمان	 
157	0		10	1027	1856	1230	2027	100	وإنما	 
157	0		10	737	1856	1027	2027	96	انقادت	 
157	0		10	650	1856	736	2027	96	له	 
157	0		10	514	1856	650	2027	94	رب	
157	0		11	2975	2042	3225	2203	99	العالمين	 
157	0		11	2913	2042	2975	2203	100		، 
157	0		11	2519	2042	2912	2203	93	وسليمان	 
157	0		11	2412	2042	2518	2203	100	من	 
157	0		11	2155	2042	2411	2203	97	العالمين	 
157	0		11	2093	2042	2154	2203	97		. 
157	0		11	1986	2042	2092	2203	96	فما	 
157	0		11	1717	2042	1985	2203	86	تقيدت	 
157	0		11	1623	2042	1716	2203	96	في	 
157	0		11	1234	2042	1622	2203	95	انقيادهـا	 
157	0		11	1159	2042	1234	2203	94	كما	 
157	0		11	1041	2042	1159	2203	100	لا	 
157	0		11	834	2042	1040	2203	99	تتقيد	 
157	0		11	577	2042	833	2203	100	الرسل	 
157	0		11	514	2042	576	2203	84	في	
157	0		12	2903	2220	3221	2380	99	اعتقادها	 
157	0		12	2806	2220	2903	2380	100	في	 
157	0		12	2670	2220	2807	2380	100	الله	 
157	0		12	2608	2220	2671	2380	100		، 
157	0		12	2358	2220	2608	2380	84	بخلاف	 
157	0		12	2097	2220	2359	2380	98	فرعون	 
157	0		12	1927	2220	2098	2380	95	فإنه	 
157	0		12	1774	2220	1928	2380	98	قال	 
157	0		12	1723	2220	1774	2380	83		«
157	0		12	1541	2220	1655	2380	100	ب	 
157	0		12	1303	2220	1542	2380	100	موسى	 
157	0		12	980	2220	1304	2380	99	وهارون	 
157	0		12	917	2220	980	2380	100		» 
157	0		12	731	2220	918	2380	94	وإن	 
157	0		12	509	2220	730	2380	100	كان	
157	0		13	3007	2389	3219	2566	94	يلحق	 
157	0		13	2853	2389	3007	2566	100	بهذا	 
157	0		13	2545	2389	2852	2566	99	الانقياد	 
157	0		13	2217	2389	2544	2566	99	البلقيسي	 
157	0		13	2108	2389	2216	2566	98	من	 
157	0		13	1857	2389	2107	2566	100	وجه	 
157	0		13	1793	2389	1856	2566	100		، 
157	0		13	1555	2389	1792	2566	100	ولكن	 
157	0		13	1458	2389	1554	2566	100	لا	 
157	0		13	1240	2389	1458	2566	100	يقوى	 
157	0		13	1021	2389	1240	2566	99	قوته	 
157	0		13	732	2389	1021	2566	100	فكانت	 
157	0		13	507	2389	732	2566	98	أفثقه	
157	0		14	3110	2575	3220	2742	100	من	 
157	0		14	2842	2575	3110	2742	100	فرعون	 
157	0		14	2751	2575	2842	2742	98	في	 
157	0		14	2459	2575	2751	2742	96	الانقياد	 
157	0		14	2367	2575	2458	2742	94	له	 
157	0		14	2160	2575	2367	2742	85	وكان	 
157	0		14	1898	2575	2160	2742	99	فرعون	 
157	0		14	1698	2575	1898	2742	100	تحت	 
157	0		14	1484	2575	1697	2742	98	حكم	 
157	0		14	1229	2575	1484	2742	96	الوقت	 
157	0		14	991	2575	1228	2742	100	حيث	 
157	0		14	778	2575	991	2742	100	قـال	 
157	0		14	736	2575	778	2742	97		«
157	0		14	516	2575	693	2742	90	ٓمنت	
157	0		15	3019	2751	3220	2922	99	بالذي	 
157	0		15	2793	2751	3019	2922	92	آمنت	 
157	0		15	2696	2751	2793	2922	100	به	 
157	0		15	2555	2751	2695	2922	100	بنو	 
157	0		15	2220	2751	2555	2922	96	إسرائيل	 
157	0		15	2147	2751	2220	2922	100		» 
157	0		15	2080	2751	2147	2922	80		. 
157	0		15	1763	2751	2079	2922	99	فخصص	 
157	0		15	1696	2751	1763	2922	100		، 
157	0		15	1519	2751	1696	2922	100	وإنما	 
157	0		15	1251	2751	1519	2922	91	خصص	 
157	0		15	1159	2751	1251	2922	100	لما	 
157	0		15	958	2751	1159	2922	92	رأى	 
157	0		15	672	2751	958	2922	96	السحرة	 
157	0		15	513	2751	671	2922	91	قالوا	
157	0		16	3119	2937	3214	3107	100	في	 
157	0		16	2889	2937	3120	3107	96	إيمانهم	 
157	0		16	2746	2937	2889	3107	93	باله	 
157	0		16	2705	2937	2747	3107	100		«
157	0		16	2521	2937	2635	3107	98	ب	 
157	0		16	2285	2937	2522	3107	97	موسى	 
157	0		16	1864	2937	2285	3107	92	وهارون	 
157	0		16	1752	2937	1865	3107	99		». 
157	0		16	1486	2937	1752	3107	100	فكان	 
157	0		16	1273	2937	1486	3107	99	إسلام	 
157	0		16	1012	2937	1273	3107	97	بلقيس	 
157	0		16	722	2937	1012	3107	98	إسلام	 
157	0		16	509	2937	722	3107	97	سليمان	
157	0		17	3113	3120	3220	3287	88	إذ	 
157	0		17	2900	3120	3114	3287	98	قالت	 
157	0		17	2853	3120	2901	3287	100		«
157	0		17	2711	3120	2794	3287	96	ع	 
157	0		17	2392	3120	2711	3287	100	سليمان	» 
157	0		17	2037	3120	2392	3287	89	فتبعته	 
157	0		17	1977	3120	2037	3287	100		. 
157	0		17	1871	3120	1978	3287	100	فما	 
157	0		17	1758	3120	1871	3287	100	يمر	 
157	0		17	1545	3120	1759	3287	92	بشيء	 
157	0		17	1451	3120	1546	3287	99	من	 
157	0		17	1179	3120	1451	3287	92	العقائد	 
157	0		17	1060	3120	1179	3287	91	إلا	 
157	0		17	865	3120	1061	3287	91	مرت	 
157	0		17	747	3120	865	3287	86	به	 
157	0		17	510	3120	747	3287	100	معتقدة	
157	0		18	3028	3296	3219	3465	97	ذلك	 
157	0		18	2961	3296	3027	3465	88		. 
157	0		18	2876	3296	2962	3465	95	كما	 
157	0		18	2717	3296	2876	3465	100	نحن	 
157	0		18	2606	3296	2718	3465	91	على	 
157	0		18	2303	3296	2605	3465	95	الصراط	 
157	0		18	2039	3296	2302	3465	92	المستقيم	 
157	0		18	1841	3296	2038	3465	94	الذي	 
157	0		18	1623	3296	1840	3465	97	الرب	 
157	0		18	1458	3296	1623	3465	97	عليه	 
157	0		18	1208	3296	1458	3465	100	لكون	 
157	0		18	871	3296	1207	3465	96	نواصينـا	 
157	0		18	779	3296	871	3465	100	في	 
157	0		18	627	3296	779	3465	88	يده	(
157	0		18	515	3296	588	3465	96		).
157	0		19	2831	3482	3221	3637	95	ويستحيل	 
157	0		19	2489	3482	2831	3637	92	مفارقتنا	 
157	0		19	2345	3482	2489	3637	86	إياه	 
157	0		19	2249	3482	2345	3637	99		. 
157	0		19	2003	3482	2248	3637	92	فنحن	 
157	0		19	1821	3482	2002	3637	100	معه	 
157	0		19	1501	3482	1821	3637	98	بالتضمين	 
157	0		19	1405	3482	1500	3637	100		، 
157	0		19	1201	3482	1404	3637	100	وهو	 
157	0		19	885	3482	1201	3637	100	معنـا	 
157	0		19	543	3482	886	3637	100	بالتصريح	 
157	0		19	362	3482	544	3637	100	4	 
157	0		19	314	3482	362	3637	100	15	
157	0		20	3065	3646	3219	3835	92	فإنه	 
157	0		20	2903	3646	3064	3835	91	قال	 
157	0		20	2852	3646	2904	3835	100		«
157	0		20	2665	3646	2794	3835	97	هو	 
157	0		20	2414	3646	2665	3835	96	معكم	 
157	0		20	2252	3646	2413	3835	96	أينما	 
157	0		20	1969	3646	2253	3835	85	كنتم	». 
157	0		20	1763	3646	1969	3835	90	ونحن	 
157	0		20	1615	3646	1762	3835	100	معه	 
157	0		20	1350	3646	1614	3835	100	بكونه	 
157	0		20	1138	3646	1350	3835	94	آخذاً	 
157	0		20	1105	3646	1137	3835	100		(
157	0		20	1009	3646	1066	3835	100		) 
157	0		20	544	3646	1008	3835	98	بنواصينـا	 
157	0		20	512	3646	545	3835	100		.
158	0		1	1554	99	1706	195	100		- 
158	0		1	1475	99	1709	195	99	15	 
158	0		2	2882	412	3020	591	84	فهو	 
158	0		2	2678	412	2882	591	86	تعالى	 
158	0		2	2557	412	2678	591	97	مع	 
158	0		2	2353	412	2557	591	98	نفسه	 
158	0		2	2185	412	2353	591	95	حيثما	 
158	0		2	1987	412	2185	591	92	مشى	 
158	0		2	1969	412	1987	591	98		(
158	0		2	1897	412	1927	591	63		)
158	0		2	1777	412	1873	591	99	نا	 
158	0		2	1650	412	1777	591	100	من	 
158	0		2	1356	412	1650	591	91	صراطه	. 
158	0		2	1242	412	1356	591	99	فما	 
158	0		2	1056	412	1242	591	99	أحد	 
158	0		2	954	412	1056	591	96	من	 
158	0		2	774	412	954	591	97	العالم	 
158	0		2	653	412	774	591	94	الا	 
158	0		2	521	412	653	591	100	على	 
158	0		2	311	412	521	591	98	صراط	
158	0		3	2757	600	3021	765	99	مستقيم	 
158	0		3	2687	600	2757	765	100		، 
158	0		3	2505	600	2687	765	95	وهو	 
158	0		3	2260	600	2506	765	95	صراط	 
158	0		3	2043	600	2260	765	98	الرب	 
158	0		3	1803	600	2043	765	99	تعالى	. 
158	0		3	1563	600	1804	765	100	وكذا	 
158	0		3	1294	600	1564	765	98	علمت	 
158	0		3	1048	600	1294	765	96	بلقيس	 
158	0		3	931	600	1049	765	100	من	 
158	0		3	685	600	932	765	97	سليمان	 
158	0		3	439	600	686	765	98	فقالت	 
158	0		3	393	600	440	765	100		«
158	0		3	311	600	358	765	98	له	
158	0		4	3026	774	3202	945	94	16	 
158	0		4	2868	774	3027	945	99	رب	 
158	0		4	2546	774	2868	945	98	العالمين	» 
158	0		4	2388	774	2547	945	97	وما	 
158	0		4	2060	774	2389	945	89	خصصت	 
158	0		4	1856	774	2061	945	100	عالماً	 
158	0		4	1733	774	1856	945	100	من	 
158	0		4	1592	774	1733	945	99	عالم	 
158	0		4	1505	774	1593	945	100		(
158	0		4	1387	774	1464	945	99	8	 
158	0		4	1224	774	1388	945	100		- 
158	0		4	1089	774	1224	945	94		) 
158	0		4	1007	774	1089	945	100		. 
158	0		4	785	774	1008	945	100	وأمـا	 
158	0		4	481	774	785	945	88	السخير	 
158	0		4	311	774	481	945	100	الذي	
158	0		5	2763	954	3025	1123	100	اختص	 
158	0		5	2656	954	2762	1123	99	به	 
158	0		5	2406	954	2655	1123	100	سليمان	 
158	0		5	2117	954	2405	1123	100	وفضل	 
158	0		5	2010	954	2116	1123	97	به	 
158	0		5	1829	954	2010	1123	98	غيره	 
158	0		5	1528	954	1828	1123	100	وجعلها2	)
158	0		5	1396	954	1483	1123	95	له	 
158	0		5	1296	954	1395	1123	100	له	 
158	0		5	1195	954	1295	1123	93	من	 
158	0		5	1007	954	1195	1123	99	الملك	 
158	0		5	819	954	1007	1123	99	الذي	 
158	0		5	725	954	819	1123	85	لا	 
158	0		5	481	954	724	1123	92	ينبغي	 
158	0		5	311	954	480	1123	100	لأحد	
158	0		6	2889	1132	3022	1302	99	من	 
158	0		6	2697	1132	2889	1302	99	بعده	 
158	0		6	2546	1132	2697	1302	99	فهو	 
158	0		6	2341	1132	2546	1302	100	كونه	 
158	0		6	2209	1132	2341	1302	98	عن	 
158	0		6	2016	1132	2209	1302	97	أمره	 
158	0		6	1950	1132	2016	1302	99		. 
158	0		6	1757	1132	1950	1302	87	فقال	 
158	0		6	1703	1132	1757	1302	100		«
158	0		6	1413	1132	1654	1302	100	سخرنا	 
158	0		6	1317	1132	1413	1302	95	له	 
158	0		6	1100	1132	1317	1302	97	الريح	 
158	0		6	865	1132	1100	1302	92	تجري	 
158	0		6	594	1132	865	1302	97	بأمره	» 
158	0		6	504	1132	594	1302	100		. 
158	0		6	395	1132	504	1302	99	فما	 
158	0		6	311	1132	395	1302	86	هو	
158	0		7	2873	1311	3021	1481	98	من	 
158	0		7	2681	1311	2873	1481	100	كونه	 
158	0		7	2378	1311	2681	1481	99	تسخيرا	 
158	0		7	2316	1311	2378	1481	99		، 
158	0		7	2162	1311	2316	1481	99	فإن	 
158	0		7	2044	1311	2161	1481	93	الله	 
158	0		7	1834	1311	2043	1481	97	يقول	 
158	0		7	1729	1311	1833	1481	100	في	 
158	0		7	1543	1311	1728	1481	92	حقنا	 
158	0		7	1401	1311	1542	1481	99	كلنا	 
158	0		7	1258	1311	1400	1481	88	من	 
158	0		7	1116	1311	1257	1481	100	غير	 
158	0		7	782	1311	1115	1481	94	تخصيص	 
158	0		7	720	1311	781	1481	96		« 
158	0		7	466	1311	719	1481	100	وسخر	 
158	0		7	311	1311	466	1481	100	لكم	
158	0		8	2909	1490	3019	1662	88	ما	 
158	0		8	2828	1490	2908	1662	84	في	 
158	0		8	2488	1490	2828	1662	90	السموات	 
158	0		8	2327	1490	2487	1662	99	وما	 
158	0		8	2234	1490	2327	1662	93	في	 
158	0		8	1963	1490	2234	1662	99	الأرض	 
158	0		8	1777	1490	1962	1662	99	جميعاً	 
158	0		8	1536	1490	1776	1662	90	ًمنه	» 
158	0		8	1449	1490	1535	1662	100		. 
158	0		8	1288	1490	1449	1662	99	وقد	 
158	0		8	1103	1490	1288	1662	100	ذكر	 
158	0		8	800	1490	1102	1662	91	تسخير	 
158	0		8	577	1490	799	1662	92	الرياح	 
158	0		8	311	1490	577	1662	100	والنجوم	
158	0		9	2822	1671	3015	1836	99	وغير	 
158	0		9	2637	1671	2822	1836	100	ذلك	 
158	0		9	2390	1671	2637	1836	100	ولكن	 
158	0		9	2294	1671	2390	1836	100	لا	 
158	0		9	2171	1671	2293	1836	100	عن	 
158	0		9	1985	1671	2170	1836	89	أمرنا	 
158	0		9	1855	1671	1985	1836	91	بل	 
158	0		9	1690	1671	1854	1836	93	عن	 
158	0		9	1663	1671	1690	1836	99		(
158	0		9	1567	1671	1621	1836	96		) 
158	0		9	1416	1671	1566	1836	100	أمر	 
158	0		9	1279	1671	1416	1836	90	الله	 
158	0		9	1216	1671	1278	1836	98		. 
158	0		9	1100	1671	1217	1836	90	فما	 
158	0		9	839	1671	1100	1836	100	اختص	 
158	0		9	599	1671	839	1836	94	سليمان	 
158	0		9	496	1671	599	1836	100		- 
158	0		9	311	1671	496	1836	100	إن	
158	0		10	2788	1845	3012	2012	89	عقلت	 
158	0		10	2696	1845	2787	2012	100		- 
158	0		10	2569	1845	2695	2012	100	إلا	 
158	0		10	2345	1845	2570	2012	96	بالأمر	 
158	0		10	2206	1845	2345	2012	98	من	 
158	0		10	2061	1845	2207	2012	98	غير	 
158	0		10	1856	1845	2061	2012	87	جمعية	 
158	0		10	1711	1845	1857	2012	99	ولا	 
158	0		10	1573	1845	1711	2012	99	همة	 
158	0		10	1513	1845	1572	2012	98		، 
158	0		10	1381	1845	1513	2012	98	بل	 
158	0		10	1163	1845	1381	2012	99	بمجرد	 
158	0		10	958	1845	1163	2012	99	الأمر	 
158	0		10	892	1845	958	2012	98		. 
158	0		10	727	1845	892	2012	99	وإنما	 
158	0		10	569	1845	727	2012	98	قلنا	 
158	0		10	410	1845	568	2012	88	ذلك	 
158	0		10	311	1845	410	2012	97	لأا	
158	0		11	2783	2021	3017	2200	99	نعرف	 
158	0		11	2662	2021	2782	2200	100	أن	 
158	0		11	2421	2021	2661	2200	98	أجرام	 
158	0		11	2239	2021	2420	2200	100	العالم	 
158	0		11	2006	2021	2240	2200	99	تنفعل	 
158	0		11	1818	2021	2005	2200	96	لهمم	 
158	0		11	1797	2021	1818	2200	99		(
158	0		11	1738	2021	1758	2200	56		)
158	0		11	1443	2021	1710	2200	89	لنفوس	 
158	0		11	1323	2021	1442	2200	100	إذا	 
158	0		11	1047	2021	1322	2200	98	أقيمت	 
158	0		11	954	2021	1048	2200	88	في	 
158	0		11	753	2021	954	2200	100	مقام	 
158	0		11	498	2021	753	2200	93	الجمعية	 
158	0		11	445	2021	499	2200	100		. 
158	0		11	311	2021	445	2200	99	وقد	
158	0		12	2824	2209	3011	2374	96	عاينا	 
158	0		12	2605	2209	2824	2374	98	ذلك	 
158	0		12	2508	2209	2605	2374	85	في	 
158	0		12	2302	2209	2508	2374	97	هـذا	 
158	0		12	2032	2209	2301	2374	97	الطريق	 
158	0		12	1973	2209	2031	2374	100		. 
158	0		12	1729	2209	1973	2374	98	فكان	 
158	0		12	1587	2209	1728	2374	100	من	 
158	0		12	1342	2209	1587	2374	93	سليمان	 
158	0		12	1168	2209	1342	2374	100	مجرد	 
158	0		12	917	2209	1167	2374	95	التلفظ	 
158	0		12	704	2209	917	2374	100	بالأمر	 
158	0		12	460	2209	704	2374	97	لمـن	 
158	0		12	311	2209	459	2374	97	أراد	
158	0		13	2723	2383	3019	2558	94	تسخيره	 
158	0		13	2581	2383	2722	2558	100	من	 
158	0		13	2439	2383	2580	2558	92	غير	 
158	0		13	2303	2383	2438	2558	97	مهمة	 
158	0		13	2160	2383	2302	2558	99	ولا	 
158	0		13	1944	2383	2160	2558	100	جمعية	 
158	0		13	1882	2383	1943	2558	96		. 
158	0		13	1690	2383	1881	2558	96	واعلم	 
158	0		13	1505	2383	1690	2558	99	أيدنا	 
158	0		13	1375	2383	1504	2558	99	الله	 
158	0		13	1165	2383	1374	2558	100	وإياك	 
158	0		13	961	2383	1164	2558	99	بروح	 
158	0		13	806	2383	960	2558	99	منه	 
158	0		13	750	2383	805	2558	100		، 
158	0		13	596	2383	750	2558	100	أن	 
158	0		13	429	2383	595	2558	99	مثل	 
158	0		13	311	2383	428	2558	88	هذا	
158	0		14	2788	2567	3025	2735	100	العطاء	 
158	0		14	2643	2567	2787	2735	92	إذا	 
158	0		14	2424	2567	2643	2735	100	حصل	 
158	0		14	2223	2567	2424	2735	99	للعبد	 
158	0		14	2073	2567	2223	2735	98	أي	 
158	0		14	1916	2567	2073	2735	100	عبد	 
158	0		14	1779	2567	1916	2735	99	كان	 
158	0		14	1609	2567	1778	2735	88	فإنه	 
158	0		14	1528	2567	1609	2735	100	لا	 
158	0		14	1308	2567	1527	2735	96	ينقصه	 
158	0		14	1283	2567	1308	2735	65		(
158	0		14	1177	2567	1245	2735	100		) 
158	0		14	995	2567	1176	2735	100	ذلك	 
158	0		14	863	2567	994	2735	97	من	 
158	0		14	700	2567	862	2735	100	ملك	 
158	0		14	468	2567	699	2735	100	آخرته	 
158	0		14	412	2567	467	2735	98		، 
158	0		14	311	2567	411	2735	99	ولا	
158	0		15	2761	2748	3016	2919	100	يحسب	 
158	0		15	2577	2748	2761	2919	99	عليه	 
158	0		15	2512	2748	2577	2919	98		، 
158	0		15	2375	2748	2512	2919	93	مع	 
158	0		15	2174	2748	2376	2919	96	كون	 
158	0		15	1918	2748	2174	2919	93	سليمان	 
158	0		15	1752	2748	1919	2919	95	عليه	 
158	0		15	1497	2748	1753	2919	100	السلام	 
158	0		15	1284	2748	1498	2919	96	طلبه	 
158	0		15	1159	2748	1284	2919	100	من	 
158	0		15	1011	2748	1159	2919	100	ربه	 
158	0		15	809	2748	1011	2919	100	تعالى	 
158	0		15	744	2748	809	2919	100		. 
158	0		15	453	2748	744	2919	96	فيقتضي	 
158	0		15	311	2748	454	2919	100	ذوق	
158	0		16	2732	2928	3019	3094	100	الطريق	 
158	0		16	2578	2928	2732	3094	95	أن	 
158	0		16	2325	2928	2579	3094	100	يكون	 
158	0		16	2185	2928	2325	3094	77	قد	 
158	0		16	1972	2928	2185	3094	92	عجل	 
158	0		16	1871	2928	1971	3094	80	له	 
158	0		16	1772	2928	1872	3094	91	ما	 
158	0		16	1532	2928	1771	3094	94	ادثخر	 
158	0		16	1511	2928	1531	3094	99		(
158	0		16	1412	2928	1472	3094	100		) 
158	0		16	1151	2928	1411	3094	100	لغـيره	 
158	0		16	818	2928	1152	3094	94	ويحاسب	 
158	0		16	718	2928	818	3094	87	به	 
158	0		16	585	2928	717	3094	100	إذا	 
158	0		16	364	2928	584	3094	98	أراده	 
158	0		16	311	2928	365	3094	99	في	
158	0		17	2733	3103	3011	3274	95	الآخرة	 
158	0		17	2669	3103	2732	3274	96		. 
158	0		17	2486	3103	2669	3274	99	فقال	 
158	0		17	2359	3103	2485	3274	100	الله	 
158	0		17	2219	3103	2358	3274	100	له	« 
158	0		17	2067	3103	2219	3274	99	هذا	 
158	0		17	1807	3103	2067	3274	95	عطاؤنا	 
158	0		17	1738	3103	1807	3274	88		» 
158	0		17	1623	3103	1737	3274	98	ولم	 
158	0		17	1471	3103	1623	3274	81	يقل	 
158	0		17	1326	3103	1471	3274	100	لك	 
158	0		17	1205	3103	1325	3274	98	ولا	 
158	0		17	958	3103	1204	3274	90	لغيرك	 
158	0		17	888	3103	957	3274	100		، 
158	0		17	850	3103	888	3274	100		«
158	0		17	597	3103	818	3274	97	امنن	» 
158	0		17	470	3103	596	3274	100	أي	 
158	0		17	311	3103	469	3274	93	أعط	
158	0		18	2943	3283	3005	3445	98		« 
158	0		18	2830	3283	2942	3445	100	أو	 
158	0		18	2568	3283	2830	3445	98	أمسك	 
158	0		18	2386	3283	2567	3445	100	بغير	 
158	0		18	2118	3283	2386	3445	99	حساب	 
158	0		18	2074	3283	2117	3445	80		» 
158	0		18	2012	3283	2073	3445	100		. 
158	0		18	1799	3283	2011	3445	92	فعلمنا	 
158	0		18	1662	3283	1798	3445	100	من	 
158	0		18	1493	3283	1661	3445	98	ذوق	 
158	0		18	1205	3283	1492	3445	88	الطريق	 
158	0		18	1074	3283	1205	3445	98	أن	 
158	0		18	849	3283	1073	3445	100	سؤاله	 
158	0		18	649	3283	848	3445	100	ذلك	 
158	0		18	393	3283	649	3445	100	كان	 
158	0		18	311	3283	392	3445	100	عن	
158	0		19	2852	3454	3019	3643	99	أمر	 
158	0		19	2699	3454	2851	3643	100	ربه	 
158	0		19	2634	3454	2700	3643	100		. 
158	0		19	2336	3454	2634	3643	93	والطلب	 
